迷宫挑战,,,,,,,
缇坦妮雅歼殛战,/p,"· 当前副本：极妖灵王 （子言攻略）
 ■水之符文
 　H1　MT　H2
 　 　D1●D2
 　D3　 ST　D4
 ■火之符文
 　H1MT　H2ST　 ※P3荆棘
 　D1D3　D2D4　　 顺时针移动
 ■荆棘　北TH/南DPS
 ■雷之符文　※西处理
 　ST＞D1＞D2＞D3＞D4＞H1
 ■小怪阶段
 　西ST　北MT　东DPS","
-----------------------------时间轴-----------------------------
P1：水之符文请按照宏站位踩水圈；火之符文请按照宏分组在水圈内44分摊；
荆棘链请TH往西北方向、DPS往东南方向移动拉开连线
仲夏夜之梦：场地变换，此时会掉落场外；雷之符文请按照宏顺序在西边依次截线处理（当前装等下可以让ST六雷全吃，请提前沟通）；
冰之符文请先前往最后两个圈，等第一个圈消失后前往（可以在最中间硬吃，请提前沟通）
P2：BOSS消失小怪出现，请按照宏说明拉怪，击杀顺序为【芥子】→【帕克】→【豌豆花】
爱懒花：小怪复活并且巨大化，仍按照之前处理（顺序也不变）；帕克和豌豆花可以使用法系三段LB同时输出压机制；
荆棘＋触手＋击飞：TH北，DPS南，请站在蓝圈边缘等待击飞，击飞后请确保线扯断（再朝场边走走，如果实在扯不断请献祭一人），请注意这里不能开防击退","P3：请先处理幻之符文再处理水之符文（若出现问题请优先站中间四个圈来处理后续机制）；
火之符文+根之符文：躲避树根的同时，同P1在水圈内44分摊
以目前装等到此基本结束，其余机制同P1，若有LB请记得释放","
-------------------------其它技能说明------------------------
· BOSS技能：
幻之符文：钢铁/月环 （请根据特效判断）
魔之符文：对第一仇恨释放扇形大伤害，T记得开减伤
妖灵光：对第一仇恨释放三连扇形死刑，可以MT无敌单吃或者两T减伤分摊
分摊分散请记得做盾交团减
· 小怪技能：
殴打/强烈重击：对第一仇恨单体大伤害。T记得开减伤
------------------------------------------------------------------",,
,,,,,,,
大型任务,,,,,,,
,,,,,,,
伊甸零式希望乐园 (觉醒之章1),/p,"· 当前副本：E1S （子言攻略）
     《三角攻击》 　    |　  《8人光球》
 D3　　　　　D4　 |　D3　MT　 D4
　 ST　　 　MT　 　|
　　　 ◎　      　　   |　ST　   ◎      D2
 　 D1　　　D2　    |
 H1　　　　　 H2　|　H1　D1 　H2
------------------------------------------------------------------
 　 《2人分摊》      　 |　《旋转光球引导》
 ST/D3     　MT/D4   |　　　 D4
 　　     ◎　　              |　H1　◎　H2
 H1/D1　　H2/D2   |　　 　D3
 《十字陷阱》D1南 D2东 D3西 D4北
 《8人光球》远程治疗外侧诱导
 《小怪》西MT 东ST　※ST侧优先打",,,,,
伊甸零式希望乐园 (觉醒之章2),/p,"· 当前副本：E2S （子言攻略）
     【万变水波·踩塔】   |　　     【黑白配】
 　　D3　MT　D4　  |　　　　D3/MT　
 　　ST　  ●　  D2 　 |　ST/D4　●　D2/H2
 　　H1　D1　 H2 　|　　　　D1/H1
 ----------------------------------------------------------------
 【核爆】
 　 T　　　　　 　 ※MT点名换仇
 　　　　●
 　 D　　　　　H
 -----------------------------------------------------------------
 【连续剑】
 混沌： 辣尾(两侧) → 月环(内侧) → 水波(散开)
 复仇： 月环(内侧) → 水波(散开) → 辣尾(两侧)",,,,,
伊甸零式希望乐园 (觉醒之章3),/p,"· 当前副本：E3S （菓子攻略）
 ◆分组＆站位｜◆第二次大海啸
 ——————————————————
 　MT　ST 　｜　MT　　 　 ST
 　D1　D2　｜
 　D3　D4　｜　扇H　　　扇D
 　H1　H2　｜分H菊D　 分D浪D
 ——————————————————
 ◆大时化：左上角起沿圈放
 ◆灵泉：近战→奶妈→近战→远程",,,,,
伊甸零式希望乐园 (觉醒之章4),/p,"· 当前副本：E4S （菓子攻略）
 ◆陨石放置｜◆黄标分散
 ———————————————————
 　A　 　B ｜D3　MT　ST　 D4
 　 　 　 　 ｜H1　D1　D2　H2
 　 　 　 　 ｜-————————————
 　C　 　D ｜TH：A→B、DPS：C→D
 ———————————————————
 ◆车/手：橙标＞D＞T＞H
 ◆蓝拳： ST　　 蓝标
 　　　　MT　　人群
 ———————————————————"," ◆升起②　｜◆长方形
 ———————————————————
 ｜MT｜D2｜　T橙□蓝
 ｜-————｜　DH□蓝
 ｜D1｜H1｜　□□
 ｜-————｜　蓝蓝
 ｜ST ｜D4｜-————————————
 ｜-————｜◆升起①：DPS前、TH后
 ｜D3｜H2｜◆石牢：H1前、H2后
 ———————————————————
 ◆转圈圈流沙
 《第1块》：D2/ST
 《第2块》：橙标人群
 《第3块》：D1/MT
 （D3/H1左、D4/H2右）",,,,
伊甸零式希望乐园 (共鸣之章1),/p,"· 当前副本：E5S （子言攻略）
 ■雷云和雷暴　　　　　　¦■撞柱
 　　Ｄ３　　　　Ｄ４　　 ¦  BOSS
 　　　ＭＴ　　ＳＴ　　　 ¦　D1
 　　　　　 ●　　　　 　  ¦　D2
 　　　Ｄ１　　Ｄ２　　　 ¦   坦克
 　　Ｈ１　　　　Ｈ２　　 ¦　D3
 -- -- -- -- -- -- -- -- -- -- -- -- -- ¦　D4
 ■链雷远程传　　　　　　¦　H1
 　　　MT  　ＳＴ　　　　¦　H2
 　　　　　●　　　　　　¦■T挡冲锋
 　　　Ｄ１　  D２　　　　¦　MT＞ST
  　Ｄ３Ｈ１　  Ｈ２Ｄ４    　¦
 ■奶>远>近>奶　　　　 　¦",,,,,
伊甸零式希望乐园 (共鸣之章2),/p,"· 当前副本：E6S （子言攻略）
 ■基本站位
 　MT/D1　　ST/D2
 　H1/D3　　H2/D4
 ■火接线　远程双H 
 ■双体　　左：ST H1 D3 D4 
                         右：MT H2 D1 D2
 ■切割　　死刑１点 　　※切割左/上集合
 ■火龙卷(同向式)TH→东、DPS→西
            MT/H
 　D1D3　D2D4
             ST/H　　　※同侧D3D2换
 ■合体接线
 　先H1MTSTH2 / 后D3D1D2D4         ※四角分摊后TH不动，D顺时针移动45度 ",,,,,
伊甸零式希望乐园 (共鸣之章3),/p,"· 当前副本：E7S （子言攻略）
 ■基本/小怪/夜袭　¦■极夜机动
 　　　●　　　　　¦　　　　ＭＴ
 　MT　　S T　　　¦　　　　ＳＴ
 　D1　　D2　　　¦　　　DPS分摊
 　D3　　D4　　　¦　　　　Ｈ１
 　H1　　H2　　　¦　　　　Ｈ２
 ■中央左右分摊　　¦■包围号令　※近战同色D2D3互换
 　ＭＴ　ＳＴ　　　 ¦　北/东：Ｔ　　　   南/西：H
 　Ｈ１　Ｈ２ 　　　¦　　  北：D1D2 　　　南：D3D4
 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- 
 ■夜袭号令（集合式）
 ■乱舞号令  (吃球：H>D1>D2>D3>D4)
 　吹飞:东北　东北:暗　西北:光　南:T",,,,,
伊甸零式希望乐园 (共鸣之章4),/p,"· 当前副本：E8S （菓子攻略）
 ◆钻石星尘/光之失控
 T　　 　　　H｜驱散：H1=T、H2=H
 D1 D2 D3 D4｜三角：T西北、H东南
 —————————————————————
 正方形连线：左D与T换位
 沙漏形连线：左D与H换位
 —————————————————————
 ◆钢铁月环""X""型 ｜◆钢铁月环""十""型
 MT/D3　ST/D4 ｜　 　　MT/D3
 　　 　　　 　 　 ｜H1/D1　　　ST/D4
 H1/D1　H2/D2｜　 　　H2/D2"," —————————————————————
 ◆默认分组
 左：MT H1 D1 D3、右：ST H2 D2 D4
 —————————————————————
 ◆小怪阶段
 截线：H→T→远→近
 沉默：左边远→T、右边T两次
 —————————————————————
 ◆冰光龙诗
 D3　 MT 　D4 ｜ H1驱散DPS↓
 　 H1 ▼ H2 　 ｜
 D1 　 ST 　 D2 ｜ H2驱散DPS↑
 —————————————————————
 ◆红蓝调整：D2D3换位",,,,
伊甸零式希望乐园 (再生之章1),/p,"· 当前副本：E9S （子言攻略）
 【暗之战技：散开】【暗之战技：分摊】
   D3　 MT　D4　 ｜ 　 　 MTD3
   H1 　 ■ 　 H2    ｜H1D1 　 　D4H2
   D1 　 ST 　D2    ｜ 　 　 STD2
 　　　          【广角：高射】
  ←左 MTD1D3H1　STD2D4H2 右→
 ------十字荆棘AOE-------------波动球(踩塔)-----
 ｜        MT  D2            ｜ D3           H2
 ｜H1        　       D4   ｜ 　D1    ST
 ｜H2       　        D3   ｜ 　D2    MT
 ｜         ST  D1            ｜ D4             H1
 ●放下荆棘后向踩塔方向散开
 ●暗之浸蚀 1MT无敌　2ST无敌　3换T　4MT无敌","
 【暗黑天空】　|　【云十字站位】
 　　　                |　　　 D3
 　MTD3D2 　 |　　　 MT
 　H1 ■ H2 　 | H1D1 ■ D2H2
 　D1 D4ST 　 |　 　　 ST
 　　　                |　 　　D4

 【暗黑天空中暗之战技】
 　　　D3　 ｜　 D3
 　 MT D2　 ｜　 H1MT
  H1D1 ■ 　｜　 ■ D2 H2
 　 ST H2　  ｜　 D1 ST
 　　　D4　 ｜　 D4",,,,
伊甸零式希望乐园 (再生之章2),/p,"· 当前副本：E10S （子言攻略）
 【暗影斩裂】 　 ｜【踩塔/暗影沼泽】
 　D3MTD4　　｜　　D3MT
 　H1 ■ H2　　｜　H1　　D4
 　D1 STD2　　｜　D1　　H2
 　　　                  ｜ 　　STD2
 【暗影魔珠】
  MTH1D1D3   12点逆时针
  STH2D2D4       1点顺时针
 【暗影召唤】
                                  ●   
  左：MTH1D1D3　STH2D2D4：右
  【離别之锁】
  TN：北　DPS：南",,,,,
伊甸零式希望乐园 (再生之章3),/p,"· 当前副本：E11S （子言攻略）
     【八方散开】                                   【点名】
 　　D3 MT  D4　 　　　            雷：光→北
 　　H1  ■    H2　 　　 　                  炎→南
 　　D1  ST   D2 　　 　                 【至天绝技】
 ※炎(分摊)→DPS顺时针旋转　　雷→北　炎→南
              【光分摊】
 　 　　　MTST
 　H1D1D3 ■H2D2D4
 【第二次转轮召唤：固定位置】
 　　 D3　MT
 　H1　 　 　D4
 　D1　 　 　H2
 　　 ST　D2
 【雾龙】背后BOSS举起手的人、以及对面的人，走向场中",,,,,
伊甸零式希望乐园 (再生之章4),/p,"· 当前副本：E12S （菓子攻略）
 ◆希瓦分散　|  ◆分组方法
 D3 MT D4　|  MT组：MT、H1、D1、D3（A-1）
 H1  ▲  H2　|   ST组 ：ST、H2、D2、D4（4-C）
 D1 ST  D2　|   (兄贵分组D3D4前 、D1D2背)
——————————————————————————————————————
 　◆泰坦1 　 |   　 ◆泰坦2　　| 　   ◆泰坦3
 　    蓝D 　    |   　      蓝1　  　 |   蓝TH 　   蓝D
 橙TH　  橙D |   橙TH 　   橙D   |
 黄H 黄T 黄D |   　　  蓝2      　 |   黄TH  橙  黄D
 （蓝1←MTSTH1H2   /   D4D3D2D1→蓝2）　
 ◆狮子(AkitoTT)
 北：H1→MT→H1 / D3→D1→D3
 南：H2→ST→H2  / D4→D2→D4","
——————————————————————————————————————
 ◆开场先分散　　　|　◆开场后分散　　　　|　◆二运分散
 　D3 MT D4  　 　 |　 　 　 　MT 　　　　 |　　D3 MT D4
 　D1  ▲  D2 　 　  |　　 D1 　▲ 　D2　　 |　　H1  ▲  H2
 　H1  ST  H2 　 　 | 　 D3　　ST　　D4 　 |　　D1 ST  D2
 　 　 　 　 　 　 　  | 　 　 H1　 　 H2　 　  |
——————————————————————————————————————
 ◆第一次地火后分散|　◆第二次地火后分散　|　◆一运优先级
 　D1　D2　 　 　  |　　　D1　　D2　　　|　西←D1D2D3D4→东
 　MT　ST　  　 　  |　　　MT　　ST　　 　|　◆三运分组
 　H1　H2　D4 　 |　D3  H1　　H2　D4  |　北：MT、H1、D1、D3
 　 　　 D3　 　  　 |　 　 　 　　 　 　  　 　|　南：ST、H2、D2、D4
 ↑左半场安全则D3D4镜像翻转 　 　 　 　 　|　(同BUFF时D2D3互换)",,,,
